"","content","troll"
"4231","So many mentions of fetuses, almost no mentions for the people who carry them. #GOPDebate #AntiChoice",-1
"4232","Hi @RealBenCarson attend our event, Sept 26! We are in contact with campaign, pls say yes! AllAmericanRally.us  #GOPDebate - please RT",-1
"4233","Real talk. Trump won the debate of the out of touch candidates. #GOPDebate",-1
"4234","Where was the discussion about #incomeinequality last night? #GOPDebate",-1
"4235","Contrary to Trump's views, the FOX News debate moderators were on brilliant form last night. #gopdebate",-1
"4236","RT @TheNormanLear: Jeb Bush is making a great case for his staying in Florida. #GOPDebate",-1
"4237","RT @MikeJMele: My review of the #GOPDebate 

â€œ(Republican) Party Over Hereâ€
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion",-1
"4238","RT @OriolesFanProbz: I'm disappointed that none of the candidates were asked for their thoughts on defensive shifts in baseball. #GOPDebate",-1
"4239","Love that Gov Christie gave it to Rand Paul. #GOPDebate",-1
"4240","Well #FoxNews &amp; #MegynKelly, the @realDonaldTrump hitjob blew up. Tops @Time poll #KellyFile #GOPDebate #DonaldTrump http://t.co/PhQU2mpmbG",-1
"4241","RT @JesseWasFugly: .@ScottWalker looks like he wants to suck @BenCarson2016's dick. #GOPDebate",-1
"4242","I've said it before: if he talks to Rosie O'Donnell, and now Megyn Kelly, like that, imagine how he'd speak to Angela Merkel. #GOPDebate",-1
"4243","RT @StephHerold: ""You have moms, you have daughters, and you don't care about women? Shame on you."" - local laundromat political analysis oâ€¦",-1
"4244","RT @MikeJMele: Review of the #GOPDebate 

â€œ(Republican) Party Over Hereâ€
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion",-1
"4245","Most of the debate was @FoxNews attacking @realDonaldTrump and missing the mark, although it was entertaining #GOPDebate",-1
"4246","They gave Trump almost twice as much speaking time as Cruz at #GOPdebate 
#TCOT #LNYHBT",-1
"4247","@Livestream #GOPDebate thank you for letting me watch the lame Republican Debate last night  Live Stream",-1
"4248","RT @ScottWalker: .@BarackObamaâ€™s nuclear agreement with #Iran will be remembered as one of America's worst diplomatic failures. #GOPdebate â€¦",-1
"4249","RT @ShunStrickland: #GOPDebate completely out of touch with most of the America people. Nothing for women, the poor or people of color. Shaâ€¦",-1
"4250","RT @RMConservative: .@marcorubio voted against amdt to build the fence b4 implementation of amnesty http://t.co/5guj7PE5Ei #CampaignConservâ€¦",-1
"4251","Trump knows people are angry and he is playing you like a fool. He has no business in this presidential process #GOPDebate",-1
"4252","#FoxNews hosts were fist bumping each other after the #GOPDebate was over. Megyn ""Crowley"" was particularly proud of herself. #TCOT",-1
"4253","#DonaldTrump responds to @FoxNews moderators. #GOPDebate  https://t.co/uNpWf1GmAW",-1
"4254","How I feel about politics #GOPDebate http://t.co/uprwVEI4kR",-1
"4255","RT @abburgess95: Now I see why political commentators have been saying to watch out for @GovMikeHuckabee in the #GOPDebate. He's making somâ€¦",-1
"4256","RT @ZanP: ""THE ARTICLE"" on #GOPDebate must read! Nails It!ðŸ’¥ https://t.co/xMDbTj39kC",-1
"4257","Any Conservative Who Thinks Chris Christie Won Last Night, You Need To Leave Our Party Immediately.
#GOPDebate",-1
"4258","The moderator on the #GOPDebate last night named her son after Margaret Thatcher, (His name's Thatcher, not Margaret i hasten to add)",-1
"4259","RT @foxnation: .@KennedyNation Asks Clinton Spokeswoman 'WHERE IS THE SERVER?' http://t.co/znS4H8klxb #GOPDebate http://t.co/kbJhqAc68x",-1
"4260","Trying to figure out last nights #GOPDebate is like trying to follow this season's True Detective, confusing and just plain awful.",-1
"4261","RT @GlenGilmore: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/90Xa4VCINU @WSJ http://t.co/bcTaj3xDGA",-1
"4262","THINGS I LEARNED WATCHING THE #GOPDebate:  
Youâ€™d never know but I do not watch Fox News -I liked Meagan Kelly.  she is smart, quick &amp; witty",-1
"4263","RT @EqualityPrius: After tonight's #Circus #GOPClownCar #GOPDebate - More convinced than ever @HillaryClinton needs to be next #POTUS http:â€¦",-1
"4264","RT @NaphiSoc: A clear consensus is emerging on who won the #GOPDebate last night
#UniteBlue
#GOPTBT http://t.co/2de88aAFS3",-1
"4265","@AndreaTantaros @ericbolling I'm with you regarding @realDonaldTrump. Sadly @FoxNews as an establishment is biased.  Blatantly. #GOPDebate",-1
"4266","@4apostles Term limits, pay limits, &amp; perks limits for Congress.  Now.  Put an end to career politicians.  #GOPDebate #tcot",-1
"4267","@megynkelly Did @CandyCrowley coach you for last nights #GOPDebate ? @FoxNews @realDonaldTrump",-1
"4268","RT @PhillyD: Bringing up the Constitution or Ronald Reagan at the #GOPDebate is like when a musician screams the name of the city he is plaâ€¦",-1
"4269","RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate",-1
"4270","Funny but very sad last night. Where was climate change, equal pay, voting rights, police violence? #GOPDebate http://t.co/HB39E72Urg",-1
"4271","RT @ImJustCeej: When the #GOPDebate candidates finally meet God, and see a She's a black woman http://t.co/ObWklPfUbQ",-1
"4272","There are so many GOP candidates I hope @nbcsnl does skits featuring the primaries Miss America style. #GOPDebate #notreadyforprimetime",-1
"4273","RT @CHEESEnCRACKRS: 2/2 Because the rights of women, Indigenous people &amp; people of colour, and people who practice non-Western faith are crâ€¦",-1
"4274","@FrankLuntz @maxwelltani
Think anyone failed to note #GOPDebate &amp; your afterparty was to intended to derail Trump? Fair n balanced my ass.",-1
"4275","RT @snarkylibdem: Bernie Sanders live-tweeted the #GOPDebate http://t.co/qQNDj3bCsl via @HuffPostPol",-1
"4276","RT @ShunStrickland: Not only did @realDonaldTrump justify his comments about women &amp; threaten @megynkelly not one other candidate stood up â€¦",-1
"4277","@KellyO biggest loser in last night's #GOPDebate - the environment. Meanwhile in Canada's leader's debate last night ... #elxn2015",-1
"4278","I just heard Megyn Kelly's question to Trump! His comeback w Rosie O'Donnell was appalling but predictable! #GopDebate",-1
"4279","2016 bender starts now #SkimmLife #GOPDebate http://t.co/t2q5a1ZFJA via @theSkimm",-1
"4280","RT @micnews: 4 years after booing a gay soldier, the #GOPDebate crowd cheered LGBT acceptance http://t.co/k7WaKz1g5Q http://t.co/qE2TpUTVW3",-1
"4281","9 gifted politicians. One broken party. And Trump. @jbview http://t.co/2pdDvLim2u via @BV #GOPDebate",-1
"4282","Jeb Bush underperforms at the #GOPDebate",-1
"4283","RT @larryelder: When's the last time you heard someone praise ""single payer"" like Trump did last night? Oh, now I recall:
http://t.co/IAmJuâ€¦",-1
"4284","Separation of church and state, we never knew ye. #GOPDebate",-1
"4285","RT @PoliticalShort: The same candidates I support after watching #GOPDebate are the very same  ones @FoxNews showed their hatred for-Trump,â€¦",-1
"4286",".#GOPDebate was typical. No plan on how to make YOUR life better, but plenty on how to increase pain and misery. #p2",-1
"4287","RT @TheCatWhisprer: I'm hosting a #GOPDebate watch party at the Bob Evans if anyone wants to come. They're staying open past 9PM. It's gonnâ€¦",-1
"4288","RT @JaniceDean: The @FoxNews #GOPdebate was excellent.  If you can't take the heat get out of the kitchen.  Bravo to @megynkelly @BretBaierâ€¦",-1
"4289","RT @MattyIceAZ: Donald Trump's points on immigration lack evidence? Like that ever stopped Republicans from believing such claims before.#Gâ€¦",-1
"4290","Hey @GOP, #Trump Trump he's your man, if he can't lose it, nobody can!
Well actually all u showed in #GOPDebate is LOSERS
#GOP is not legit",-1
"4291","Huckabee wants pimps and prostitutes to be paying their fair share of tax via the Fair Tax. Ohâ€¦ #GOPDebate",-1
"4292","Trump announcing he'd run as an Independent,  being exposed as Democrat, then going off on Megyn Kelly hurts that. #GOPDebate",-1
"4293","@CarlyFiorina Runs Circles Around Chris Matthews Over Hillaryâ€™s Record https://t.co/KGwEXWjbsy @bassalid @FreeBeacon #GOPDebate",-1
"4294","RT @DLoesch: Trump says his ability to buy politicians is â€œan example of a broken system.â€ #GOPDebate",-1
"4295","No chill on the internet. Not one day! #GOPDebate http://t.co/KfC4G4E3QG",-1
"4296","YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS job by @FoxNews.",-1
"4297","the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout now!?"" #GOPDebate",-1
"4298","RT @AZPatriot01: The #Democrat Party: Sixth Graders with a Twitter Account. #GOPDebate #Republicans #TCOT http://t.co/kRxlRbzGe1 http://t.câ€¦",-1
"4299","@realdonaldtrump should be Donald #stump. He was horrible at the #gopdebate. He talked a lot but said NOTHING.",-1
"4300","RT @rodimusprime: Now a question for Ben Carson... racism is that a thing?

Ben: No.

Fox News: You may go now.

#GOPDebate",-1
"4301","Ted Cruz's embarrassingly simplistic ""kill em all"" view of insurgency makes him completely unqualified to be commander-in-chief. #GOPDebate",-1
"4302","RT @This_isAwkward: Hope for America. 
#GOPDebate #nofuture #ronpaulforpresident
#nyc #newyorkcity #brooklyn #graffiti https://t.co/mp1yw3eâ€¦",-1
"4303","Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate",-1
"4304","The woman on her knees was under a Clinton desk #GOPDebate",-1
"4305","By all accounts, the #GOPDebate seems to have gone as expected.",-1
"4306","So Trump uses the GOP stage as he wants but reserves the right to destroy GOP chances in 2016 at any time? Great GOP leadership. #GOPDebate",-1
"4307","The more I read about the #GOPDebate, I am convinced that the party is becomig Onion-proof. Satire can't compete with the real deal",-1
"4308","RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.coâ€¦",-1
"4309","RT @docrocktex26: Compassionate conservatism died (if it ever existed), and they didn't even hold a funeral. Or is that what last night's #â€¦",-1
"4310","Carly puts the boys to shame http://t.co/OkKM20uA94 #GOPDebate #SGP",-1
"4311","Bernie Sanders live-tweeted the #GOPDebate http://t.co/cTPFxVEFqB via @HuffPostPol",-1
"4312","RT @Team_Rand: .@ScottWalkerâ€™s Real Record On Taxes &amp; Jobs In Wisconsin &gt;&gt;&gt;https://t.co/OUYTrd7Vik
#StandWithRand #GOPDebate http://t.co/p9â€¦",-1
"4313","RT @ZeitgeistGhost: Yep, the horrible stuff said in the #GOPDebate shows how low the #GOP has sunk.  Disgusted and revolted by them @Didikaâ€¦",-1
"4314","The #GOPDebate disappointed me. I was sure Stone Cold Steve Austin would make a surprise appearance or that the cage would come down.",-1
"4315","RT @eiffeltyler: It has been 12 hours and I still cannot believe we gave national broadcast time to this question #GOPDebate http://t.co/EAâ€¦",-1
"4316","GOP insiders: Donald Trump is biggest loser http://t.co/I9ZcQsOkU4 #GOPDebate",-1
"4317","Did @realDonaldTrump really say the moderators of the #GOPDebate weren't professional? #AreYouKiddingMeWithThis",-1
"4318","It's just sunk in that Megyn Kelly called last night's debate ""historic,"" and now I'm just depressed. 
#GOPDebate",-1
"4319","OK Trump you're the one who brought immigration to national stage sure lets go with that makes sense #GOPDebate",-1
"4320","RT @chaunceydevega: Kasich is not enough of a sociopath kill the useless eaters type to be the GOP nominee. #gopdebate",-1
"4321","RT @BiasedGirl: Can we skip the crap next time? Rick Perry and Carly are head &amp; shoulders above the others. #GOPDebate #Perry2016 #Carly2016",-1
"4322","RT @LilaGraceRose: .@GovMikeHuckabee reminds that we still have American hostages languishing in #Iran despite deal #FreeSaeed #GOPDebate",-1
"4323","RT @danamlancaster: Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate",-1
"4324","RT @LeonXDavis: Megyn Kelly is out here likeâ€¦ #GOPDebate http://t.co/76wfc1fzYo",-1
"4325","He's a great business man, but would Donald Trump make a good President? #donaldtrump #trump #gopdebate... http://t.co/tByO1WWvIs",-1
"4326","RT @KidFury: Everyone up there looks like an evil dentist. #GOPDebate",-1
"4327","10 million people watched FOX #GOPdebate last nite &amp; there's 40 million people tuned in right now to find out what I thought about it..-Rush",-1
"4328","Do we want a Whiner for POTUS? http://t.co/sFWVH4ky44
#GOPDebate #TrumpisaWhiner #Election2016",-1
"4329","RT @JoshuaPStarr: Pre-NCLB there was little to no accountability for terrible results and enormous gaps. #gopdebate",-1
"4330","#GOPDebate JUSTICE IN AMERICA #SANDRABLAND #BlackLivesMatter http://t.co/r0xXbgvQb3",-1
"4331","RT @BryanFuller: EAST COAST CANADIANS LOOKING FOR AN ALTERNATIVE TO THE U.S. #GOPDebate CAN WATCH #HANNIBAL INSTEAD",-1
"4332","RT @NYTFridge: Trump: ""Jeremy's newspaper [@nytimes], a very good newspaper, has a beautiful story saying I won!"" #GOPDebate  https://t.co/â€¦",-1
"4333","#Fiorina #Jindal #Perry #Carson got some traction last night-hope they capitalize today w/op eds &amp;social media #GOPDebate",-1
"4334","He won in my book as well! #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/0JzU3HdH3j",-1
"4335","RT @NahBabyNah: Poll from Drudge Report; do you agree?

#GOPDebate http://t.co/qiuwGXNQaK",-1
"4336","RT @StassiPost: A truth bomb from Dr. Carson #tcot #GOPDebate #RNR #ycot #ccot #WakeUpAmerica #Uniteright #teaparty #StandWithIsrael http:/â€¦",-1
"4337","itsmeblueeyes: RT HuffPostLive: Last night's #GOPDebate in a nutshell. http://t.co/9rD7GdZAGG http://t.co/AuhlNZa3Ww",-1
"4338","Did Donald Trumpâ€™s performance at the first #GOPdebate help or hurt him? http://t.co/hlUf1Iu3Qp http://t.co/DcSS6KwQne",-1
"4339","karl_sans_marx: RT carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate http://t.co/AuhlNZa3Ww",-1
"4340","while pro-life nonsense @ the #GOPDebate was not amusing, the notion that #jizzisaperson, could only come from alpha asshat @GovMikeHuckabee",-1
"4341","ExposingTPGOP: The loudest messages from the #GOPdebate: #WarOnWomen is real &amp; #GOPWantsWar with #Iran to impose Aâ€¦ http://t.co/AuhlNZa3Ww",-1
"4342","RT @TyWahlbrink: It took the #GOPDebate 115 minutes to get to racism. And of course they ask the only person of color. Race is an issue allâ€¦",-1
"4343","RT @sarahkendzior: ""If I were trying to destroy this country here's what I do"" should really precede *everyone's* answer regardless the queâ€¦",-1
"4344","RT @markfbonner: You take @realDonaldTrump off the stage and last nightâ€™s #GOPDebate is watched by next to no one.",-1
"4345","Watching the #GOPDebate. Ben Carson and Trump even more insubstantial than I thought. Kasich impressive https://t.co/DlMwQuAZby",-1
"4346","Oh boy, time to see what @RushLimbaugh thinks! #GOPDebate",-1
"4347",".@costareports @SCClemons HRC Became 11th #GOPDebate Candidate Last Night @CarlyFiorina &amp; @JohnKasich Topped Field! https://t.co/gOl1jgQp7j",-1
"4348","EiseOnThePrize: RT sobertacious: DEFUNDING PLANNED PARENTHOOD IS NOT SOMETHING TO BE PROUD OF #GOPDebate http://t.co/AuhlNZa3Ww",-1
"4349","RT @tramontela: More great coverage @WKSU @MLSchultze http://t.co/BryjH5EPif @MonchosBarCLE @montoyaisabelc #GOPDebate #TrumpEffect #ImPower",-1
"4350","lungtawellness: KatyTurNBC biggest loser in last night's #GOPDebate - the environment. Meanwhile in Canada's leadeâ€¦ http://t.co/AuhlNZa3Ww",-1
"4351","HilltopTXlege: RT walterolson: My reaction, and that of CatoInstitute colleagues, to last night's #GOPDebate â€¦ http://t.co/AuhlNZa3Ww",-1
"4352","RT @Sttbs73: The @GOP and @FoxNews are getting exactly what they deserve! #morningjoe #GOPDebate",-1
"4353","RichieRichBor: RT DiabetesHeroes: The #GOPdebate was like a Disney movie. They all looked FROZEN, Megyn Kelly &amp; Trâ€¦ http://t.co/AuhlNZa3Ww",-1
"4354","At least he is not double speaking like those politicians... #GOPDebate  https://t.co/BRCvPWUfMh",-1
"4355","My takeaway from last night's #GOPDebate is basically this and only this. #RandPaul @ Cleveland Sucks https://t.co/i3eeMyV9XD",-1
"4356","The Entrepreneurship Party believes winner of last night's GOP Debate was #1 Governor Jeb Bush followed by #2 John Kasich,#GOPDEBATE #jeb",-1
"4357","#Trump: I was born and I'm awesome so no one should have an abortion. #GOPDebate #cantarguewiththefacts",-1
"4358","I've seen more substance in a Michael Bay film than the whole entire #GOPDebate",-1
"4359","RT @Team_Rand: .@RandPaul is a different kind of Republican &amp; the only candidate who will make the party bigger, better, &amp; bolder #StandWitâ€¦",-1
"4360","#GOPDebate Best moments http://t.co/cDm3ARt29F",-1
"4361","#GOPDebate congrats Kelly the liberals loved you maybe they will tune into your show https://t.co/T358iN0vYH",-1
"4362","Watching the #GOPDebate. What on earth are you doing America?",-1
"4363","Favorite picture of #GOPDebate Night http://t.co/W3GRrYcJRI",-1
"4364","In #GOPDebate, Rand Paul Goes on Offense http://t.co/AWd9UT0QVw via @usnews #StandWithRand",-1
"4365","RT @jimandrewsmusic: Donald Trump will prove what some have known for years. The presidency can be purchased and democracy is an illusion.
â€¦",-1
"4366","@FoxNews Meghan Kelly was awful last night. She is getting a big ego and it is annoying. #GOPDebate",-1
"4367","RT @ChrisSonge: Who was the winner - American Capitalism -Fox News with ratings &amp; Brewers for all the beer drunk during this entertaining sâ€¦",-1
"4368","RT @RubinReport: Trump in nutshell: ""We can't do anything right...vote for me."" #GOPDebate",-1
"4369","Still chuckling from the entertaining circus that was the #GOPDebate last night. BBC breaks it down well. http://t.co/VyYKKqe8Sp",-1
"4370","Trump leads among male voters... he also leads among female voters.  #GOPDebate",-1
"4371","RT @ThatsWhatJVSaid: Hearing the republicans talk about illegal immigration at the #GOPDebate like http://t.co/GbAxDfY0fg",-1
"4372","TweetTw88036790: RT RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, megynkelly.

#GOPDebate #Kellâ€¦ http://t.co/xV7tj6ywOL",-1
"4373","RT @OppressedFart: @ProfessorF Does presidential here mean politically correct? The world doesn't need that. #GOPDebate",-1
"4374","RT @KatiePavlich: So far Fiorina has given most detailed answers to questions about how to solve problems i.e. China/Russia and cyber attacâ€¦",-1
"4375","Jeb Bush performed like a wet sack of mashed potatoes. REALLY EXCITING STUFF DUDE. #GOPDebate",-1
"4376","RT @ThisIsTheCarver: IT'S A GOD OFF #GOPDebate http://t.co/GTl3EOZKl3",-1
"4377","RT @pellecopter: As of 10:15, Carson and Rubio are definitely my front-runners #GOPDebate",-1
"4378","RT @PuestoLoco: @ZeitgeistGhost
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvâ€¦",-1
"4379","The beginning of the end for #RandPaul... Not that he was going anywhere to begin with. #GOPDebate http://t.co/3eJ2oHlPsL",-1
"4380","#GOPDebate was ok Some questions were irrelevant! Ppl are more concerned about their feelings getting hurt than making America great again!",-1
"4381","Bush at #GOPDebate says states can call high standards what they want but American kids need them to compete http://t.co/mh9mSH3874",-1
"4382","RT @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate",-1
"4383","I am no republican, but I must say that Marco Rubio made very good points @ the #GOPDebate . Very relatable",-1
"4384","In last night's #GOPDebate @GovChristie &amp; @RandPaul back n forth made me want to donate money to keep Christie within the borders of NJ.",-1
"4385","RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ðŸ‡ºðŸ‡¸ #GOPDebate  #GOPDebates",-1
"4386","RT @exjon: Rubio wins. #GOPDebate",-1
"4387","@msnbc Pandering &amp; propaganda was alive &amp; well during the #GOPDebate everyone running to the right of the other-catering 2the #KochBrothers",-1
"4388","RT @RWSurferGirl: Trump only got ask 5 questions most were attacks. This is his first debate and he got his feet wet and he still leading. â€¦",-1
"4389","Because EVERYTHING he says is a lie. #tcot #GOPDebate #p2 https://t.co/snDQwf6cLC",-1
"4390","Chris Christie and Rand Paul duke it out in debate over surveillance http://t.co/StRjkabqo8 #RandPaulDuke #ChrisChristie #GOPDebate",-1
"4391","RT @hikergirl425: @AandGShow #GOPDebate 
Couldn't decide if Scott Walker looked like someone playing him on SNL or Nicholas Cage http://t.câ€¦",-1
"4392","RT @MeganSmiles: #GOPDebate Can't count how many times Obama &amp; Hillary 'evolved'. Trump evolving is not a big deal.",-1
"4393","RT @bobcesca_go: It's really amazing how these guys are blaming Obama for making peace after their party fucked and scrambled that whole reâ€¦",-1
"4394","RT @LilAssKickerAMC: Who cares how u wear your hair, I like the excitement u bring back into American blood. @realDonaldTrump  #GOPDebate hâ€¦",-1
"4395","RT @BiasedGirl: ""Donald Trump is not a conservative."" ~@AndrewBreitbart 
#DumpTrump #GOPDebate #JigisUp",-1
"4396","I just saw my political science teacher on the news talking about the #GOPdebate. Being in college is cool.",-1
"4397","#GOPDebate Winners: #Trump, #Kasich, #Rubio. Losers: #Bush, #Carson, #Cruz | http://t.co/qS4o70ZXBy | http://t.co/JM1zvd5qyd",-1
"4398","#GOPDebate Iran deal benefits who? #IranDeal http://t.co/TL4vuROHdt",-1
"4399","I'm trying to watch the #GOPDebate this morning. And by trying, I mean I'm gouging my eyeballs out with a steak knife.",-1
"4400","Advertising everywhere sells sex ALL DAY LONG, but Trump can't say that a women would ""look good on her knees."" #GOPDebate #PC #Trump2016",-1
"4401","RT @patriotmom61: Best moment of #GOPDebate: A Rogue SCOTUS Decision': Santorum Says Gay Marriage Has No Constitutional Basis http://t.co/Aâ€¦",-1
"4402","RT @jjauthor: @megynkelly @is the star of herself! FoxNews @megynkelly @BretBaier #GOPDebate",-1
"4403","RT @sestraval: The News: ""Who do you think won last night's #GOPDebate?""
Me: ""Delphine Cormier, obviously. Oh waitâ€¦""

#OrphanBlack #SaveDelâ€¦",-1
"4404","The #GOPDebate is really just real life #hungergames interviewsðŸ˜‚ #MegynKelly is Caesar Flickerman",-1
"4405","RT @RealLucasNeff: I'm not surprised racism still exists. I'm just surprised it's allowed to run for president.

#GOPDebate",-1
"4406","RT @robportman: Congratulations to @ChairmanBorges @katieeagan &amp; the entire @ohiogop for all their hard work on last night's #GOPDebate!",-1
"4407","Moment of sanity #GOPDebate https://t.co/Zlu3TwHNgz",-1
"4408","Watch the surprisingly great Fox News Republican debate recapped in 60 seconds: http://t.co/oyhSKYKtD1 #WeGotEd #Gopdebate #FoxNews",-1
"4409","RT @GetUpStandUp2: 5 Frighteningly Sexist Donald Trump Quotes http://t.co/cwyUuL8JKn via @bustle #TheDonald #TrumpMisogonist #GOPdebate #Woâ€¦",-1
"4410","#HillaryClinton spent #GOPDebate night with the #Kardashians: http://t.co/KH8JMutbdb http://t.co/9ib5YgPWk4",-1
"4411","RT @FrankLuntz My focus group actually likes Donald @realDonaldTrump...  #GOPDebate http://t.co/tiwlOaaOj8 &lt;-- Riding on Trump's coattails!!",-1
"4412","RT @sallykohn: The head of the Republican Party recently said his party can no longer win a national election. 

Tonightâ€™s #GOPDebate confiâ€¦",-1
"4413","Jeb Bush Outdone by Kasich (and everyone else) In First Republican Debate. #GOPdebate http://t.co/TX6T6TTMZb",-1
"4414","Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate in history.",-1
"4415","RT @patriotmom61: Rick Perry and Rick Santorum passionately weigh in on immigration debate http://t.co/auNJj0RM71 #GOPDebate",-1
"4416","Isn't the point of a debate to get the participants to, you know, debate? #GOPDebate #tcot",-1
"4417","Rand Paul is out b/c America does not need an isolationist as President &amp; he seemed a little bit negative toward Israel #GOPDebate #RSG15",-1
"4418","Foreign policy, health care, new constituencies, blah, blah, blah - WHAT ABOUT BLUE BELL ICE CREAM?! #GOPdebate  #priorities @ILoveBlueBell",-1
"4419","An elegant, witty round-up of last night's #GOPDebate by @tnyCloseRead http://t.co/cW0rAc9wQh",-1
"4420","Liberals: is he poor? A victim? Incapable of doing anything? Career politician? No success? He's got my vote! #FeelTheBern #GOPDebate",-1
"4421","RT @renomarky: Whats really disturbing is @megynkelly thinks that people like @DWStweets would treat her fairly if they had that audience! â€¦",-1
"4422","RT @DanWantsFreedom: Trump Wins @DRUDGE Report #GOPDebate Poll.
#TedCruz finished 2nd.
 http://t.co/LxexPfyI4V #Newsmax via @Newsmax_Media
â€¦",-1
"4423","RT @Path2Enlighten: Shorter #GOPDebate - Dismantle/defund fed govt! let Wall Street run amok! destroy unions! more war! govt forced childbiâ€¦",-1
"4424","After #GOPDebate I still #FeelTheBern",-1
"4425","RT @marissamorg: Reading #GOPDebate tweets, Id have more faith in Twitter friends running the country than any of those selects #twitternatâ€¦",-1
"4426","RT @theonlybacchus: Let's see the #KKKorGOP question stands true for:

#DonaldTrump
#JebBush
#LindseyGraham
#RandPaul
#MikeHuckabee

A whitâ€¦",-1
"4427","RT @shannonrwatts: Over 90% of Americans want lawmakers to close background check loopholes for gun sales. Do #GOPDebate candidates agree? â€¦",-1
"4428","RT @LadySandersfarm: We're sick of political correctness, it's killing the heart and soul of this country. #GOPDebate #Trump2016 http://t.câ€¦",-1
"4429",".@ReformNetwork's Morning Buzz: Addressing The American Dream http://t.co/p4DK0LmN2q #GOPDebate",-1
"4430","RT @PuestoLoco: @AdamsFlaFan @Rockmedia @ConchGunny
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate http://t.coâ€¦",-1
"4431","Lmfao #GOPDebate http://t.co/GUip1NI8m7",-1
"4432","RT @astamate: The #GOPdebate was like Magic Mike for white moms who shop at Chico's",-1
"4433","RT @Thomasismyuncle: Just so libs know... if you ever put Marco Rubio on a stage to debate Hillary, make sure she wears her Depends cause Dâ€¦",-1
"4434","RT @happydreams22: msnbc: .realDonaldTrump reacts to #GOPDebate: ""I'm not sure that Fox is fair"" http://t.co/m79lMHSC7H",-1
"4435","Shut the fuck up Rubio you ain't gonna win #GOPDebate",-1
"4436","RT @marksluckie: Raise your hand if you've ever felt personally victimized by Donald Trump #GOPDebate http://t.co/s90v8Yq9jH",-1
"4437","RT @PoliticalAnt: #MarcoRubio lied when he said he had never advocated for exceptions to abortion bans. #GOPdebate",-1
"4438","Caught myself up on @NBC #Hannibal last nightâ€¦and lost my appetite watching the #GOPDebate debacle! Good figure!",-1
"4439","RT @Wrschgn: #GOPDebate hangover? No worries. @drgilliland has a little hair of the dog for you: https://t.co/wwGhS1tryv",-1
"4440","RT @JRehling: Someone has a sense of humor, scheduling the #GOPDebate for Hiroshima Day.",-1
"4441","This @PFTcommenter troll job of last night's #GOPdebate is a masterpiece of Internet political meta-mockery. http://t.co/i83MHXnU9G",-1
"4442","He invokes his questions by his own remarks, however. I don't think reporters should coddle anyone. #GOPDebate  https://t.co/oajsAadEYy",-1
"4443","Watch the debates nope better things to do watching paint dry #GOPDebate",-1
"4444","RT @nick_paro: The NY Times say Rand Paul matters again! #StandwithRand #Liberty #GOPDebate #tcot #tlot http://t.co/L9Z2JmkFrN",-1
"4445","RT @saladinahmed: ""Alright, gentlemen, it's time for closing statements."" #GOPdebate http://t.co/Yol6HRkHQV",-1
"4446","RT @GodsDontExist: RT @mydaughtersarmy The GOP debate took an awful toll on Ted Cruz.  #GOPDebate http://t.co/NcU94RGBlO @tedcruz @realDonaâ€¦",-1
"4447","Yet no mention of #climatechange at the #GOPDebate: ""Nearly 6 Million Acres Burned in CA"" http://t.co/Caw6jaZWPL http://t.co/eaTplfx56B",-1
"4448","@CarlyFiorina just beat the snot out of @HillaryClinton and #ChrisMathews! #tcot @msnbc #GOPDebate #GOP http://t.co/cPg7T80dSu",-1
"4449","RT @_HarmonCooper: How much steam is necessary in a vr world where players blow steam rather than bleed?#Scifiwriterproblems #steampunk queâ€¦",-1
"4450","Not one mention of Voting Rights, Voter Suppression, or the Environment at the so-called #GOPDebate oh wait, we're talking about republicans",-1
"4451","RT @patriotmom61: All the difference in the world bet/unaccomplished newbie senators &amp; one who actually got BIG things done http://t.co/bEdâ€¦",-1
"4452","""Has God ever told me anything? That'd be talking to myself!"" #GOPDebate",-1
"4453","RT @JordyLangy: @Cold1957 Rand Paul cares more about upholding and applying the constitution than any of the other candidates. #GOPDebate #â€¦",-1
